0.000000e+00 1.856500e+06 1.856500e+07
5.000000e-02 2.074720e+06 1.833499e+07
1.000000e-01 2.282309e+06 1.810784e+07
1.500000e-01 2.479780e+06 1.788352e+07
2.000000e-01 2.667622e+06 1.766202e+07
2.500000e-01 2.846299e+06 1.744330e+07
3.000000e-01 3.016254e+06 1.722733e+07
3.500000e-01 3.177906e+06 1.701409e+07
4.000000e-01 3.331656e+06 1.680355e+07
4.500000e-01 3.477885e+06 1.659569e+07
5.000000e-01 3.616956e+06 1.639049e+07
5.500000e-01 3.749213e+06 1.618792e+07
6.000000e-01 3.874985e+06 1.598796e+07
6.500000e-01 3.994586e+06 1.579059e+07
7.000000e-01 4.108314e+06 1.559579e+07
7.500000e-01 4.216451e+06 1.540355e+07
8.000000e-01 4.319270e+06 1.521383e+07
8.500000e-01 4.417026e+06 1.502662e+07
9.000000e-01 4.509967e+06 1.484190e+07
9.500000e-01 4.598324e+06 1.465966e+07
1.000000e+00 4.682321e+06 1.447987e+07
1.050000e+00 4.762170e+06 1.430252e+07
1.100000e+00 4.838072e+06 1.412759e+07
1.150000e+00 4.910220e+06 1.395506e+07
1.200000e+00 4.978796e+06 1.378493e+07
1.250000e+00 5.043976e+06 1.361716e+07
1.300000e+00 5.105924e+06 1.345175e+07
1.350000e+00 5.164800e+06 1.328868e+07
1.400000e+00 5.220753e+06 1.312793e+07
1.450000e+00 5.273927e+06 1.296950e+07
1.500000e+00 5.324458e+06 1.281336e+07
1.550000e+00 5.372476e+06 1.265950e+07
1.600000e+00 5.418105e+06 1.250791e+07
1.650000e+00 5.461462e+06 1.235858e+07
1.700000e+00 5.502659e+06 1.221149e+07
1.750000e+00 5.541802e+06 1.206662e+07
1.800000e+00 5.578994e+06 1.192397e+07
1.850000e+00 5.614329e+06 1.178353e+07
1.900000e+00 5.647901e+06 1.164528e+07
1.950000e+00 5.679797e+06 1.150921e+07
2.000000e+00 5.710099e+06 1.137530e+07
2.050000e+00 5.738886e+06 1.124356e+07
2.100000e+00 5.766234e+06 1.111396e+07
2.150000e+00 5.792213e+06 1.098650e+07
2.200000e+00 5.816893e+06 1.086116e+07
2.250000e+00 5.840337e+06 1.073795e+07
2.300000e+00 5.862608e+06 1.061683e+07
2.350000e+00 5.883762e+06 1.049782e+07
2.400000e+00 5.903857e+06 1.038089e+07
2.450000e+00 5.922945e+06 1.026604e+07
2.500000e+00 5.941075e+06 1.015326e+07
2.550000e+00 5.958297e+06 1.004254e+07
2.600000e+00 5.974654e+06 9.933869e+06
2.650000e+00 5.990191e+06 9.827241e+06
2.700000e+00 6.004947e+06 9.722646e+06
2.750000e+00 6.018964e+06 9.620075e+06
2.800000e+00 6.032276e+06 9.519520e+06
2.850000e+00 6.044920e+06 9.420970e+06
2.900000e+00 6.056928e+06 9.324418e+06
2.950000e+00 6.068334e+06 9.229854e+06
3.000000e+00 6.079166e+06 9.137267e+06
3.050000e+00 6.089454e+06 9.046649e+06
3.100000e+00 6.099225e+06 8.957990e+06
3.150000e+00 6.108504e+06 8.871278e+06
3.200000e+00 6.117317e+06 8.786504e+06
3.250000e+00 6.125687e+06 8.703655e+06
3.300000e+00 6.133636e+06 8.622721e+06
3.350000e+00 6.141185e+06 8.543689e+06
3.400000e+00 6.148354e+06 8.466546e+06
3.450000e+00 6.155163e+06 8.391280e+06
3.500000e+00 6.161629e+06 8.317875e+06
3.550000e+00 6.167769e+06 8.246319e+06
3.600000e+00 6.173601e+06 8.176594e+06
3.650000e+00 6.179139e+06 8.108686e+06
3.700000e+00 6.184398e+06 8.042578e+06
3.750000e+00 6.189393e+06 7.978251e+06
3.800000e+00 6.194136e+06 7.915689e+06
3.850000e+00 6.198640e+06 7.854871e+06
3.900000e+00 6.202917e+06 7.795777e+06
3.950000e+00 6.206979e+06 7.738388e+06
4.000000e+00 6.210837e+06 7.682680e+06
4.050000e+00 6.214500e+06 7.628633e+06
4.100000e+00 6.217979e+06 7.576222e+06
4.150000e+00 6.221282e+06 7.525423e+06
4.200000e+00 6.224419e+06 7.476212e+06
4.250000e+00 6.227398e+06 7.428563e+06
4.300000e+00 6.230227e+06 7.382449e+06
4.350000e+00 6.232914e+06 7.337844e+06
4.400000e+00 6.235465e+06 7.294720e+06
4.450000e+00 6.237887e+06 7.253048e+06
4.500000e+00 6.240188e+06 7.212800e+06
4.550000e+00 6.242372e+06 7.173946e+06
4.600000e+00 6.244447e+06 7.136456e+06
4.650000e+00 6.246417e+06 7.100299e+06
4.700000e+00 6.248287e+06 7.065446e+06
4.750000e+00 6.250064e+06 7.031865e+06
4.800000e+00 6.251751e+06 6.999525e+06
4.850000e+00 6.253353e+06 6.968394e+06
4.900000e+00 6.254874e+06 6.938441e+06
4.950000e+00 6.256318e+06 6.909633e+06
5.000000e+00 6.257690e+06 6.881940e+06
5.050000e+00 6.258992e+06 6.855330e+06
5.100000e+00 6.260229e+06 6.829771e+06
5.150000e+00 6.261404e+06 6.805232e+06
5.200000e+00 6.262519e+06 6.781681e+06
5.250000e+00 6.263578e+06 6.759088e+06
5.300000e+00 6.264584e+06 6.737422e+06
5.350000e+00 6.265539e+06 6.716653e+06
5.400000e+00 6.266446e+06 6.696751e+06
5.450000e+00 6.267307e+06 6.677686e+06
5.500000e+00 6.268125e+06 6.659430e+06
5.550000e+00 6.268901e+06 6.641955e+06
5.600000e+00 6.269639e+06 6.625231e+06
5.650000e+00 6.270339e+06 6.609233e+06
5.700000e+00 6.271004e+06 6.593933e+06
5.750000e+00 6.271635e+06 6.579305e+06
5.800000e+00 6.272235e+06 6.565323e+06
5.850000e+00 6.272804e+06 6.551963e+06
